timestamp,aqi,pm25,pm10,temperature,humidity
2025-12-01 18:16:48,117,117,68,,59.44666666666666
2025-12-01 18:23:16,124,124,71,,66.13
2025-12-01 18:25:07,124,124,71,,66.13
2025-12-01 18:29:46,124,124,71,,66.13
2025-12-01 19:01:54,124,124,71,,69.86333333333333
