# Target Sample Rate: 500 Hz
time,gFx,gFy,gFz,TgF
11.746721,0.3210,0.5814,0.8028,1.04
11.757771,0.3433,0.5714,0.7996,1.04
11.768803,0.3298,0.5942,0.8043,1.05
11.785112,0.3479,0.5966,0.8243,1.08
11.794490,0.4070,0.5778,0.8380,1.10
11.805343,0.4229,0.5751,0.8341,1.10
11.816485,0.4285,0.5727,0.8324,1.10
11.827371,0.4832,0.5717,0.8109,1.10
11.838305,0.5086,0.5643,0.7972,1.10
11.849170,0.5226,0.5507,0.7813,1.09
11.860157,0.5370,0.5482,0.7759,1.09
11.871061,0.5599,0.5477,0.7644,1.09
11.882260,0.6105,0.5551,0.7598,1.12
11.893757,0.6415,0.5690,0.7605,1.15
11.904476,0.7002,0.5939,0.7766,1.20
11.915336,0.7432,0.6132,0.7864,1.24
11.926229,0.7784,0.6257,0.7864,1.27
11.937325,0.7928,0.6303,0.7857,1.28
11.948079,0.8087,0.6450,0.7556,1.28
11.959072,0.8233,0.6506,0.7315,1.28
11.970344,0.8482,0.6501,0.6997,1.28
11.981663,0.8531,0.6513,0.6870,1.27
11.992589,0.8267,0.6467,0.6784,1.25
12.003876,0.8182,0.6384,0.6740,1.24
12.015579,0.8104,0.6369,0.6721,1.23
12.026819,0.8043,0.6274,0.6892,1.23
12.038497,0.8060,0.6203,0.7141,1.24
12.056404,0.7852,0.6103,0.7473,1.24
12.060113,0.7483,0.5893,0.7823,1.23
12.062144,0.7432,0.5883,0.7859,1.23
12.064223,0.7356,0.5871,0.7889,1.23
12.069692,0.7327,0.5858,0.7916,1.23
12.072138,0.7153,0.5812,0.8006,1.22
12.080470,0.7117,0.5817,0.8006,1.22
12.091604,0.6850,0.5800,0.8045,1.21
12.102793,0.6203,0.5736,0.8035,1.17
12.113692,0.5690,0.5702,0.7969,1.13
12.124385,0.5174,0.5749,0.7945,1.11
12.135670,0.4891,0.5729,0.7933,1.09
12.146788,0.4388,0.5810,0.7889,1.07
12.157845,0.4060,0.5753,0.8028,1.07
12.179623,0.3819,0.5631,0.8067,1.06
12.182444,0.2758,0.5514,0.8319,1.04
12.184281,0.2607,0.5507,0.8353,1.03
12.186465,0.2548,0.5499,0.8385,1.03
12.188327,0.2433,0.5477,0.8426,1.03
12.194871,0.2348,0.5482,0.8460,1.04
12.198247,0.2196,0.5468,0.8600,1.04
12.216451,0.2179,0.5477,0.8641,1.05
12.220421,0.2299,0.5619,0.8846,1.07
12.222483,0.2306,0.5617,0.8863,1.07
12.228941,0.2301,0.5619,0.8863,1.07
12.240057,0.2123,0.5636,0.8849,1.07
12.250793,0.1823,0.5722,0.8714,1.06
12.261686,0.1185,0.5802,0.8470,1.03
12.272503,0.0601,0.5805,0.8216,1.01
12.283850,-0.0266,0.5734,0.7916,0.98
12.288674,-0.0577,0.5675,0.7830,0.97
12.288714,-0.0860,0.5685,0.7693,0.96
12.296415,-0.0860,0.5685,0.7693,0.96
12.308454,-0.1026,0.5712,0.7615,0.96
12.312070,-0.1068,0.5727,0.7583,0.96
12.314123,-0.1065,0.5729,0.7588,0.96
12.321604,-0.1041,0.5712,0.7598,0.96
12.332910,-0.0960,0.5731,0.7595,0.96
12.335999,-0.0831,0.5722,0.7544,0.95
12.338270,-0.0833,0.5727,0.7534,0.95
12.346251,-0.0850,0.5707,0.7510,0.95
12.357575,-0.0945,0.5702,0.7483,0.95
12.370604,-0.1185,0.5868,0.7349,0.95
12.382052,-0.1422,0.6025,0.7300,0.96
12.384150,-0.1422,0.6027,0.7427,0.97
12.386210,-0.1542,0.6037,0.7456,0.97
12.388264,-0.1647,0.6037,0.7398,0.97
12.396790,-0.1808,0.6037,0.7380,0.97
12.408881,-0.2006,0.6222,0.7510,1.00
12.412284,-0.1959,0.6200,0.7696,1.01
12.414231,-0.1974,0.6213,0.7654,1.01
12.423780,-0.1986,0.6232,0.7627,1.00
12.426582,-0.2167,0.6293,0.7576,1.01
12.433842,-0.2282,0.6293,0.7542,1.01
12.445908,-0.2470,0.6347,0.7542,1.02
12.456980,-0.2665,0.6430,0.7486,1.02
12.460092,-0.2922,0.6677,0.7429,1.04
12.462036,-0.2961,0.6704,0.7427,1.04
12.464101,-0.2976,0.6721,0.7434,1.05
12.469768,-0.3025,0.6745,0.7471,1.05
12.472032,-0.3230,0.6833,0.7500,1.06
12.480428,-0.3308,0.6885,0.7534,1.07
12.491544,-0.3469,0.6992,0.7588,1.09
12.502518,-0.3650,0.7197,0.7625,1.11
12.513422,-0.3767,0.7410,0.7671,1.13
12.524569,-0.3833,0.7525,0.7666,1.14
12.536069,-0.3831,0.7581,0.7681,1.15
12.546974,-0.3618,0.7661,0.7681,1.14
12.557736,-0.3342,0.7666,0.7671,1.13
12.568822,-0.3093,0.7610,0.7835,1.14
12.579651,-0.3029,0.7561,0.7950,1.14
12.590545,-0.2932,0.7525,0.8150,1.15
12.601453,-0.3051,0.7525,0.8260,1.16
12.612630,-0.3232,0.7530,0.8233,1.16
12.623880,-0.3518,0.7547,0.8096,1.16
12.635057,-0.3589,0.7569,0.8043,1.16
12.646014,-0.3545,0.7576,0.8001,1.16
12.656827,-0.3501,0.7569,0.7967,1.15
12.668029,-0.3406,0.7613,0.7698,1.13
12.679331,-0.3340,0.7569,0.7503,1.12
12.690373,-0.3327,0.7500,0.7363,1.10
12.701446,-0.3313,0.7363,0.7376,1.09
12.712469,-0.3313,0.7253,0.7454,1.09
12.723700,-0.3220,0.7087,0.7676,1.09
12.734563,-0.3105,0.7016,0.7793,1.09
12.745475,-0.2824,0.6784,0.8196,1.10
12.756607,-0.2790,0.6601,0.8326,1.10
12.767570,-0.2775,0.6425,0.8482,1.10
12.778782,-0.2797,0.6413,0.8463,1.10
12.790266,-0.2453,0.6406,0.7869,1.04
12.800934,-0.2289,0.6266,0.7828,1.03
12.812179,-0.2155,0.6164,0.7864,1.02
12.823322,-0.1876,0.6066,0.8236,1.04
12.834222,-0.1798,0.6042,0.8324,1.04
12.845368,-0.1659,0.6010,0.8319,1.04
12.856460,-0.1549,0.6000,0.8309,1.04
12.867631,-0.0906,0.5973,0.8331,1.03
12.878874,-0.0635,0.5934,0.8372,1.03
12.889895,-0.0435,0.5898,0.8463,1.03
12.900851,-0.0303,0.5876,0.8534,1.04
12.911708,-0.0281,0.5942,0.8367,1.03
12.922891,-0.0259,0.5998,0.8091,1.01
12.933882,-0.0300,0.5986,0.7925,0.99
12.945364,-0.0137,0.5942,0.7630,0.97
12.956553,0.0073,0.5944,0.7493,0.96
12.967481,0.0447,0.5839,0.7415,0.94
12.978622,0.0555,0.5832,0.7400,0.94
12.989519,0.1314,0.5675,0.7337,0.94
13.000485,0.1539,0.5653,0.7481,0.95
13.011360,0.1808,0.5582,0.7566,0.96
13.022239,0.1967,0.5551,0.7701,0.97
13.033112,0.2121,0.5604,0.7674,0.97
13.044404,0.2387,0.5595,0.7635,0.98
13.055338,0.2565,0.5592,0.7595,0.98
13.066248,0.2990,0.5531,0.7359,0.97
13.077094,0.3413,0.5321,0.7317,0.97
13.088050,0.3731,0.5265,0.7466,0.99
13.098920,0.4148,0.5235,0.7647,1.02
13.109986,0.4647,0.5294,0.7857,1.06
13.120990,0.5126,0.5406,0.8050,1.10
13.131934,0.5475,0.5519,0.8126,1.12
13.134192,0.6076,0.5690,0.8189,1.17
13.136172,0.6193,0.5734,0.8194,1.18
13.138185,0.6235,0.5763,0.8189,1.18
13.144265,0.6286,0.5827,0.8184,1.19
13.155586,0.6440,0.5971,0.8231,1.20
13.158287,0.6650,0.6093,0.8206,1.22
13.169453,0.6684,0.6117,0.8187,1.22
13.172039,0.6782,0.6291,0.7999,1.22
13.180345,0.6770,0.6296,0.7947,1.22
13.191208,0.6779,0.6359,0.7784,1.21
13.202303,0.6760,0.6425,0.7637,1.21
13.213293,0.6648,0.6501,0.7544,1.20
13.224144,0.6459,0.6550,0.7454,1.18
13.235342,0.6298,0.6589,0.7464,1.18
13.246789,0.6120,0.6584,0.7488,1.17
13.250115,0.5783,0.6535,0.7615,1.16
13.252130,0.5751,0.6530,0.7642,1.16
13.254242,0.5707,0.6508,0.7674,1.16
13.269456,0.5670,0.6518,0.7742,1.16
13.272407,0.5438,0.6491,0.8011,1.17
13.272581,0.5380,0.6503,0.8062,1.17
13.281344,0.5353,0.6506,0.8091,1.17
13.289159,0.5231,0.6469,0.8248,1.17
13.294601,0.5111,0.6467,0.8350,1.17
13.294668,0.5108,0.6452,0.8358,1.17
13.299923,0.5052,0.6437,0.8397,1.17
13.316515,0.4950,0.6379,0.8416,1.17
13.334492,0.4595,0.6218,0.8539,1.15
13.338135,0.4366,0.6098,0.8771,1.15
13.347968,0.4351,0.6071,0.8800,1.15
13.350273,0.4192,0.5995,0.8925,1.15
13.352250,0.4178,0.5954,0.8946,1.15
13.354209,0.4158,0.5946,0.8961,1.15
13.362166,0.4153,0.5934,0.8976,1.15
13.373454,0.4151,0.5893,0.9010,1.15
13.376204,0.4107,0.5766,0.9110,1.15
13.378307,0.4112,0.5739,0.9127,1.15
13.380015,0.4099,0.5719,0.9144,1.15
13.387793,0.4095,0.5685,0.9122,1.15
13.398759,0.3999,0.5692,0.9144,1.15
13.410282,0.3848,0.5604,0.9130,1.14
13.421306,0.3494,0.5631,0.9039,1.12
13.424096,0.3215,0.5590,0.8922,1.10
13.426078,0.3164,0.5582,0.8895,1.10
13.428100,0.3110,0.5568,0.8890,1.09
13.430192,0.3056,0.5546,0.8863,1.09
13.435615,0.3046,0.5536,0.8841,1.09
13.438233,0.2932,0.5526,0.8783,1.08
13.457651,0.2883,0.5526,0.8756,1.07
13.460296,0.2653,0.5419,0.8656,1.06
13.462374,0.2656,0.5426,0.8653,1.06
13.469199,0.2656,0.5414,0.8666,1.06
13.472561,0.2678,0.5377,0.8656,1.05
13.474331,0.2685,0.5355,0.8668,1.05
13.476293,0.2690,0.5343,0.8666,1.05
13.478280,0.2704,0.5331,0.8692,1.05
13.488491,0.2690,0.5331,0.8680,1.05
13.498145,0.2707,0.5284,0.8729,1.06
13.509250,0.2678,0.5179,0.8758,1.05
13.520221,0.2548,0.5089,0.8700,1.04
13.531759,0.2470,0.5064,0.8619,1.03
13.543073,0.2167,0.5013,0.8502,1.01
13.546476,0.1764,0.5001,0.8407,0.99
13.566307,0.1683,0.4996,0.8399,0.99
13.568379,0.1305,0.4979,0.8277,0.97
13.569987,0.0884,0.5018,0.8238,0.97
13.578309,0.0816,0.5023,0.8192,0.96
13.589684,0.0706,0.5072,0.8062,0.96
13.600876,0.0652,0.5130,0.7974,0.95
13.612075,0.0581,0.5228,0.7952,0.95
13.623336,0.0406,0.5199,0.8033,0.96
13.634599,0.0347,0.5233,0.8138,0.97
13.645763,0.0191,0.5319,0.8377,0.99
13.656852,0.0098,0.5350,0.8477,1.00
13.668068,-0.0562,0.5387,0.8775,1.03
13.679005,-0.1068,0.5292,0.9003,1.05
13.690161,-0.1393,0.5199,0.9100,1.06
13.701138,-0.1617,0.5123,0.9174,1.06
13.711963,-0.1774,0.4996,0.9139,1.06
13.723115,-0.1996,0.5042,0.8925,1.04
13.734256,-0.2077,0.5082,0.8810,1.04
13.745666,-0.2404,0.5262,0.8573,1.03
13.757174,-0.2670,0.5426,0.8451,1.04
13.768177,-0.2927,0.5617,0.8343,1.05
13.779027,-0.3049,0.5751,0.8309,1.06
13.790239,-0.3171,0.5890,0.8367,1.07
13.801208,-0.3340,0.6020,0.8421,1.09
13.812246,-0.3391,0.6125,0.8433,1.10
13.823198,-0.3411,0.6247,0.8451,1.10
13.834373,-0.3423,0.6369,0.8414,1.11
13.845561,-0.3415,0.6489,0.8324,1.11
13.856622,-0.3452,0.6545,0.8260,1.11
13.867675,-0.3579,0.6645,0.8040,1.10
13.878607,-0.3721,0.6709,0.7974,1.11
13.889830,-0.3804,0.6758,0.7916,1.11
13.900824,-0.3963,0.6794,0.7842,1.11
13.911864,-0.4048,0.6743,0.7757,1.10
13.923154,-0.4073,0.6660,0.7708,1.10
13.934336,-0.4082,0.6613,0.7681,1.09
13.945475,-0.4053,0.6423,0.7556,1.07
13.956692,-0.3946,0.6310,0.7537,1.06
13.967821,-0.3679,0.6183,0.7505,1.04
13.979589,-0.3630,0.6176,0.7503,1.04
13.990665,-0.3535,0.6132,0.7483,1.03
14.002139,-0.3655,0.6166,0.7434,1.03
14.013364,-0.3694,0.6149,0.7483,1.04
14.024366,-0.3784,0.6017,0.7754,1.05
14.036021,-0.3555,0.5863,0.8104,1.06
14.047225,-0.3176,0.5768,0.8424,1.07
14.058207,-0.3095,0.5729,0.8490,1.07
14.069569,-0.2138,0.5702,0.8812,1.07
14.080599,-0.1608,0.5736,0.8873,1.07
14.091849,-0.1126,0.5793,0.8885,1.07
14.102814,-0.0633,0.5915,0.8692,1.05
14.114175,-0.0325,0.6025,0.8431,1.04
14.125651,0.0029,0.6196,0.8284,1.03
14.128204,0.0134,0.6200,0.8258,1.03
14.145912,0.0577,0.6406,0.8189,1.04
14.149196,0.1246,0.6423,0.8223,1.05
14.150482,0.1273,0.6411,0.8287,1.06
14.152404,0.1324,0.6413,0.8316,1.06
14.154185,0.1363,0.6406,0.8380,1.06
14.160057,0.1388,0.6401,0.8441,1.07
14.171066,0.1422,0.6386,0.8543,1.08
14.182252,0.1554,0.6325,0.8829,1.10
14.193187,0.1710,0.6269,0.8983,1.11
14.204168,0.1803,0.6203,0.9086,1.11
14.215101,0.1832,0.6135,0.9100,1.11
14.226617,0.2113,0.6152,0.9142,1.12
14.237754,0.2355,0.6122,0.9083,1.12
14.248630,0.2629,0.6161,0.8895,1.11
14.259545,0.2814,0.6179,0.8585,1.09
14.270338,0.3005,0.6220,0.8258,1.08
14.281224,0.3293,0.6306,0.7894,1.06
14.292246,0.3406,0.6396,0.7608,1.05
14.303273,0.3694,0.6550,0.7263,1.05
14.308308,0.3862,0.6633,0.7104,1.05
14.308373,0.3870,0.6643,0.7095,1.05
14.314463,0.3882,0.6648,0.7070,1.05
14.325881,0.3889,0.6692,0.7007,1.04
14.328296,0.3860,0.6706,0.7019,1.04
14.338530,0.3848,0.6799,0.6994,1.05
14.342122,0.3787,0.6867,0.6980,1.05
14.344234,0.3772,0.6887,0.6990,1.05
14.346104,0.3760,0.6909,0.6999,1.05
14.352114,0.3728,0.6916,0.7012,1.05
14.354127,0.3657,0.6943,0.6999,1.05
14.363915,0.3633,0.6948,0.7009,1.05
14.368201,0.3623,0.6960,0.7034,1.05
14.368327,0.3586,0.6980,0.6985,1.05
14.370149,0.3547,0.6980,0.6965,1.05
14.377443,0.3513,0.6999,0.6931,1.05
14.389182,0.3401,0.7016,0.6887,1.04
14.392212,0.3193,0.6997,0.6841,1.03
14.394152,0.3132,0.6994,0.6838,1.03
14.396125,0.3083,0.6987,0.6828,1.02
14.402695,0.3064,0.6980,0.6826,1.02
14.414705,0.3020,0.6980,0.6809,1.02
14.418526,0.2575,0.6963,0.6655,1.00
14.421847,0.2555,0.6965,0.6626,0.99
14.436221,0.2511,0.6977,0.6594,0.99
14.452171,0.2157,0.6982,0.6437,0.97
14.465538,0.1842,0.6938,0.6298,0.95
14.468288,0.1625,0.6853,0.6301,0.94
14.470112,0.1612,0.6845,0.6318,0.95
14.479221,0.1583,0.6828,0.6340,0.95
14.495111,0.1534,0.6765,0.6389,0.94
14.498685,0.1507,0.6689,0.6398,0.94
14.498848,0.1500,0.6670,0.6418,0.94
14.509842,0.1502,0.6633,0.6411,0.93
14.512012,0.1471,0.6579,0.6415,0.93
14.522261,0.1449,0.6557,0.6450,0.93
14.533581,0.1444,0.6560,0.6511,0.94
14.544729,0.1393,0.6660,0.6630,0.95
14.555823,0.1185,0.6777,0.6626,0.96
14.566940,0.1068,0.6789,0.6645,0.96
14.577809,0.0999,0.6787,0.6652,0.96
14.589103,0.0760,0.6718,0.6740,0.95
14.600539,0.0757,0.6672,0.6814,0.96
14.611881,0.0799,0.6677,0.6799,0.96
14.623196,0.0845,0.6738,0.6921,0.97
14.634544,0.0757,0.6821,0.7051,0.98
14.645820,0.0640,0.6828,0.7268,1.00
14.657264,0.0581,0.6865,0.7315,1.00
14.668405,0.0279,0.6892,0.7500,1.02
14.679401,0.0132,0.6902,0.7493,1.02
14.690742,0.0042,0.6926,0.7476,1.02
14.701930,-0.0039,0.6931,0.7527,1.02
14.712923,-0.0125,0.6929,0.7510,1.02
14.724266,-0.0220,0.6916,0.7508,1.02
14.735603,-0.0266,0.6909,0.7517,1.02
14.746929,-0.0332,0.6860,0.7549,1.02
14.758054,-0.0293,0.6841,0.7615,1.02
14.769036,-0.0257,0.6772,0.7671,1.02
14.780397,-0.0176,0.6682,0.7806,1.03
14.791594,-0.0073,0.6689,0.7918,1.04
14.802713,-0.0005,0.6701,0.8025,1.05
14.813775,0.0034,0.6648,0.8072,1.05
14.824728,0.0049,0.6638,0.8116,1.05
14.835948,0.0005,0.6569,0.8126,1.04
14.847085,-0.0010,0.6491,0.8091,1.04
14.858305,0.0002,0.6494,0.8074,1.04
14.869274,0.0088,0.6393,0.7996,1.02
14.880499,0.0129,0.6332,0.8011,1.02
14.891662,0.0198,0.6262,0.8021,1.02
14.902731,0.0279,0.6237,0.8050,1.02
14.913884,0.0274,0.6230,0.8111,1.02
14.925125,0.0171,0.6286,0.8133,1.03
14.936292,0.0088,0.6315,0.8162,1.03
14.947627,-0.0137,0.6376,0.8189,1.04
14.958974,-0.0178,0.6364,0.8223,1.04
14.969915,-0.0110,0.6323,0.8231,1.04
14.981436,-0.0100,0.6301,0.8196,1.03
14.992557,-0.0217,0.6376,0.8196,1.04
15.003725,-0.0647,0.6679,0.8272,1.07
15.014834,-0.0750,0.6745,0.8409,1.08
15.026044,-0.0552,0.6464,0.8675,1.08
15.037221,-0.0217,0.6491,0.8487,1.07
15.048556,0.0132,0.6589,0.8140,1.05
15.059961,0.0489,0.6582,0.7786,1.02
15.070850,0.0767,0.6552,0.7503,1.00
15.082027,0.0850,0.6560,0.7481,1.00
15.093141,0.0858,0.6582,0.7471,1.00
15.104412,0.0594,0.6586,0.7588,1.01
15.115546,0.0244,0.6601,0.7683,1.01
15.126652,0.0086,0.6586,0.7862,1.03
15.137804,0.0068,0.6572,0.7894,1.03
15.148894,0.0156,0.6604,0.7842,1.03
15.160245,0.0200,0.6638,0.7683,1.02
15.171376,0.0222,0.6689,0.7571,1.01
15.182396,0.0296,0.6667,0.7461,1.00
15.193359,0.0105,0.6635,0.7410,0.99
15.205074,0.0032,0.6613,0.7464,1.00
15.216334,-0.0039,0.6606,0.7481,1.00
15.220055,-0.0049,0.6540,0.7420,0.99
15.236781,-0.0044,0.6547,0.7402,0.99
15.239729,0.0042,0.6506,0.7363,0.98
15.248491,0.0051,0.6496,0.7376,0.98
15.252081,0.0161,0.6525,0.7393,0.99
15.254073,0.0173,0.6533,0.7383,0.99
15.259834,0.0195,0.6550,0.7388,0.99
15.262087,0.0237,0.6552,0.7359,0.99
15.270807,0.0232,0.6584,0.7366,0.99
15.274114,0.0264,0.6589,0.7383,0.99
15.276057,0.0274,0.6604,0.7385,0.99
15.278323,0.0274,0.6623,0.7385,0.99
15.295510,0.0291,0.6623,0.7376,0.99
15.298308,0.0261,0.6662,0.7390,1.00
15.300292,0.0266,0.6672,0.7405,1.00
15.302231,0.0259,0.6674,0.7415,1.00
15.304279,0.0257,0.6679,0.7410,1.00
15.309460,0.0259,0.6687,0.7405,1.00
15.309547,0.0269,0.6714,0.7410,1.00
15.314394,0.0264,0.6718,0.7412,1.00
15.320768,0.0271,0.6765,0.7420,1.00
15.331939,0.0254,0.6762,0.7422,1.00
15.334430,0.0279,0.6831,0.7429,1.01
15.336215,0.0269,0.6833,0.7432,1.01
15.349235,0.0266,0.6848,0.7439,1.01
15.352189,0.0235,0.6863,0.7385,1.01
15.354241,0.0239,0.6863,0.7356,1.01
15.362244,0.0230,0.6885,0.7341,1.01
15.368320,0.0188,0.6877,0.7322,1.00
15.376497,0.0173,0.6875,0.7297,1.00
15.388646,0.0095,0.6863,0.7349,1.01
15.392106,0.0000,0.6804,0.7466,1.01
15.394332,-0.0007,0.6789,0.7495,1.01
15.396470,0.0005,0.6784,0.7498,1.01
15.402744,-0.0002,0.6787,0.7490,1.01
15.414252,-0.0017,0.6792,0.7490,1.01
15.416411,0.0010,0.6699,0.7451,1.00
15.418322,0.0020,0.6701,0.7456,1.00
15.425925,0.0032,0.6689,0.7454,1.00
15.428050,0.0051,0.6655,0.7451,1.00
15.437041,0.0051,0.6655,0.7444,1.00
15.448228,0.0051,0.6652,0.7444,1.00
15.459735,0.0042,0.6650,0.7444,1.00
15.470917,-0.0027,0.6652,0.7505,1.00
15.474375,0.0029,0.6604,0.7468,1.00
15.476270,-0.0002,0.6611,0.7466,1.00
15.478249,-0.0015,0.6606,0.7483,1.00
15.494569,-0.0005,0.6591,0.7473,1.00
15.505801,0.0198,0.6506,0.7493,0.99
15.517044,0.0237,0.6547,0.7586,1.00
15.528282,0.0310,0.6577,0.7679,1.01
15.539450,0.0393,0.6692,0.7762,1.03
15.550529,0.0454,0.6726,0.7732,1.03
15.561538,0.0464,0.6755,0.7595,1.02
15.572608,0.0489,0.6750,0.7547,1.01
15.584085,0.0489,0.6797,0.7380,1.00
15.595282,0.0547,0.6733,0.7380,1.00
15.606148,0.0491,0.6699,0.7432,1.00
15.617447,0.0479,0.6684,0.7490,1.01
15.628484,0.0371,0.6599,0.7713,1.02
15.639717,0.0283,0.6572,0.7786,1.02
15.651418,0.0235,0.6606,0.7801,1.02
15.662501,0.0183,0.6635,0.7810,1.03
15.673563,0.0188,0.6679,0.7742,1.02
15.684514,0.0149,0.6655,0.7630,1.01
15.695849,0.0129,0.6628,0.7576,1.01
15.706937,0.0144,0.6626,0.7478,1.00
15.718077,0.0137,0.6618,0.7429,1.00
15.729302,0.0178,0.6596,0.7417,0.99
15.740435,0.0252,0.6586,0.7380,0.99
15.751596,0.0264,0.6555,0.7424,0.99
15.762669,0.0313,0.6547,0.7566,1.00
15.773923,0.0308,0.6530,0.7649,1.01
15.785099,0.0235,0.6547,0.7769,1.02
15.796729,0.0198,0.6530,0.7842,1.02
15.808229,0.0188,0.6506,0.7840,1.02
15.819694,0.0195,0.6494,0.7835,1.02
15.830881,0.0227,0.6420,0.7701,1.00
15.842292,0.0264,0.6379,0.7595,0.99
15.853511,0.0237,0.6369,0.7591,0.99
15.864698,0.0269,0.6352,0.7630,0.99
15.876254,0.0283,0.6340,0.7708,1.00
15.887627,0.0195,0.6350,0.7784,1.00
15.898880,0.0137,0.6376,0.7820,1.01
15.910095,-0.0027,0.6376,0.7950,1.02
15.921581,-0.0098,0.6411,0.8030,1.03
15.934121,-0.0068,0.6420,0.8065,1.03
15.945573,-0.0042,0.6447,0.8116,1.04
15.956773,-0.0059,0.6474,0.8094,1.04
15.968326,-0.0098,0.6494,0.7945,1.03
15.979759,-0.0107,0.6477,0.7923,1.02
15.991036,-0.0086,0.6445,0.7615,1.00
16.001996,-0.0139,0.6459,0.7522,0.99
16.013966,-0.0127,0.6440,0.7464,0.99
16.025108,-0.0107,0.6369,0.7422,0.98
16.036597,-0.0127,0.6323,0.7476,0.98
16.048158,-0.0100,0.6303,0.7639,0.99
16.059640,-0.0100,0.6284,0.7737,1.00
16.071198,-0.0125,0.6291,0.7876,1.01
16.082285,-0.0193,0.6286,0.8047,1.02
16.093866,-0.0237,0.6274,0.8150,1.03
16.105054,-0.0235,0.6244,0.8262,1.04
16.116754,-0.0183,0.6181,0.8265,1.03
16.127873,-0.0083,0.6130,0.8245,1.03
16.139052,-0.0081,0.6127,0.8238,1.03
16.150184,-0.0095,0.6020,0.8109,1.01
16.161414,-0.0086,0.5966,0.8099,1.01
16.172510,-0.0093,0.5971,0.8043,1.00
16.184043,-0.0098,0.5988,0.8006,1.00
16.186380,-0.0061,0.6039,0.8028,1.00
16.196182,-0.0044,0.6061,0.8023,1.01
16.198301,-0.0046,0.6105,0.8084,1.01
16.219759,-0.0044,0.6120,0.8109,1.02
16.222275,-0.0161,0.6183,0.7977,1.01
16.224183,-0.0191,0.6191,0.7967,1.01
16.226113,
